,PWVmidTim,Tdelay
144,20171111/0015,2126.5
145,20171111/0045,2128.2
146,20171111/0115,2127.9
147,20171111/0145,2127.9
148,20171111/0215,2128.8
149,20171111/0245,2128.7
150,20171111/0315,2128.4
151,20171111/0345,2126.8
152,20171111/0415,2126.7
153,20171111/0445,2129.6
154,20171111/0515,2131.7
155,20171111/0545,2131.9
156,20171111/0615,2132.6
157,20171111/0645,2134.8
158,20171111/0715,2136.9
159,20171111/0745,2134.3
160,20171111/0815,2132.8
161,20171111/0845,2135.1
162,20171111/0915,2131.6
163,20171111/0945,2127.8
164,20171111/1015,2130.9
165,20171111/1045,2132.7
166,20171111/1115,2132.2
167,20171111/1145,2133.2
168,20171111/1215,2133.8
169,20171111/1245,2134.6
170,20171111/1315,2135.3
171,20171111/1345,2137.5
172,20171111/1415,2135.2
173,20171111/1445,2133.6
174,20171111/1515,2138.6
175,20171111/1545,2139.1
176,20171111/1615,2140.9
177,20171111/1645,2146.8
178,20171111/1715,2148.3
179,20171111/1745,2149.8
180,20171111/1815,2148.9
181,20171111/1845,2150.8
182,20171111/1915,2153.2
183,20171111/1945,2151.7
184,20171111/2015,2153.7
185,20171111/2045,2156.6
186,20171111/2115,2155.8
187,20171111/2145,2156.5
188,20171111/2215,2156.8
189,20171111/2245,2153.0
190,20171111/2315,2154.2
191,20171111/2345,2156.3
144,20171112/0015,2157.4
145,20171112/0045,2159.8
146,20171112/0115,2161.2
147,20171112/0145,2163.3
148,20171112/0215,2163.6
149,20171112/0245,2166.2
150,20171112/0315,2167.8
151,20171112/0345,2167.0
152,20171112/0415,2169.8
153,20171112/0445,2170.8
154,20171112/0515,2168.3
155,20171112/0545,2168.9
156,20171112/0615,2170.9
157,20171112/0645,2173.9
158,20171112/0715,2175.1
159,20171112/0745,2171.7
160,20171112/0815,2171.8
161,20171112/0845,2174.2
162,20171112/0915,2170.2
163,20171112/0945,2169.2
164,20171112/1015,2170.4
165,20171112/1045,2169.1
166,20171112/1115,2169.0
167,20171112/1145,2167.2
168,20171112/1215,2166.8
169,20171112/1245,2164.6
170,20171112/1315,2161.7
171,20171112/1345,2159.3
172,20171112/1415,2155.7
173,20171112/1445,2156.1
174,20171112/1515,2158.0
175,20171112/1545,2157.1
176,20171112/1615,2157.3
177,20171112/1645,2155.6
178,20171112/1715,2154.8
179,20171112/1745,2156.2
180,20171112/1815,2154.9
181,20171112/1845,2157.1
182,20171112/1915,2158.2
183,20171112/1945,2155.6
184,20171112/2015,2156.2
185,20171112/2045,2157.8
186,20171112/2115,2155.1
187,20171112/2145,2152.8
188,20171112/2215,2152.2
189,20171112/2245,2149.9
190,20171112/2315,2150.4
191,20171112/2345,2152.0
144,20171113/0015,2154.2
145,20171113/0045,2156.6
146,20171113/0115,2155.0
147,20171113/0145,2151.5
148,20171113/0215,2152.5
149,20171113/0245,2155.3
150,20171113/0315,2156.2
151,20171113/0345,2159.4
152,20171113/0415,2162.9
153,20171113/0445,2159.2
154,20171113/0515,2153.7
155,20171113/0545,2155.1
156,20171113/0615,2156.9
157,20171113/0645,2156.0
158,20171113/0715,2151.4
159,20171113/0745,2146.9
160,20171113/0815,2143.9
161,20171113/0845,2140.2
162,20171113/0915,2136.2
163,20171113/0945,2132.8
164,20171113/1015,2129.7
165,20171113/1045,2124.6
166,20171113/1115,2120.9
167,20171113/1145,2124.2
168,20171113/1215,2126.9
169,20171113/1245,2123.1
170,20171113/1315,2120.3
171,20171113/1345,2120.3
172,20171113/1415,2114.5
173,20171113/1445,2114.3
174,20171113/1515,2121.8
175,20171113/1545,2125.9
176,20171113/1615,2132.1
177,20171113/1645,2135.4
178,20171113/1715,2136.5
179,20171113/1745,2131.8
180,20171113/1815,2129.5
181,20171113/1845,2137.5
182,20171113/1915,2135.1
183,20171113/1945,2129.2
184,20171113/2015,2133.7
185,20171113/2045,2136.6
186,20171113/2115,2131.4
187,20171113/2145,2131.4
188,20171113/2215,2136.2
189,20171113/2245,2135.1
190,20171113/2315,2139.1
191,20171113/2345,2143.4
144,20171114/0015,2141.1
145,20171114/0045,2138.9
146,20171114/0115,2140.1
147,20171114/0145,2146.5
148,20171114/0215,2154.9
149,20171114/0245,2157.6
150,20171114/0315,2158.8
151,20171114/0345,2161.8
152,20171114/0415,2162.4
153,20171114/0445,2164.3
154,20171114/0515,2165.4
155,20171114/0545,2167.7
156,20171114/0615,2167.9
157,20171114/0645,2168.2
158,20171114/0715,2168.5
159,20171114/0745,2165.1
160,20171114/0815,2164.9
161,20171114/0845,2165.8
162,20171114/0915,2158.6
163,20171114/0945,2155.4
164,20171114/1015,2155.4
165,20171114/1045,2152.3
166,20171114/1115,2153.8
167,20171114/1145,2154.8
168,20171114/1215,2154.7
169,20171114/1245,2154.4
170,20171114/1315,2155.8
171,20171114/1345,2155.6
172,20171114/1415,2153.8
173,20171114/1445,2155.8
174,20171114/1515,2155.3
175,20171114/1545,2153.0
176,20171114/1615,2155.3
177,20171114/1645,2156.0
178,20171114/1715,2156.0
179,20171114/1745,2155.6
180,20171114/1815,2154.7
181,20171114/1845,2157.1
182,20171114/1915,2158.2
183,20171114/1945,2157.1
184,20171114/2015,2157.9
185,20171114/2045,2160.6
186,20171114/2115,2159.5
187,20171114/2145,2157.9
188,20171114/2215,2157.5
189,20171114/2245,2155.3
190,20171114/2315,2154.8
191,20171114/2345,2154.1
144,20171115/0015,2156.1
145,20171115/0045,2159.9
146,20171115/0115,2162.1
147,20171115/0145,2162.7
148,20171115/0215,2161.4
149,20171115/0245,2162.4
150,20171115/0315,2161.1
151,20171115/0345,2159.6
152,20171115/0415,2158.8
153,20171115/0445,2154.2
154,20171115/0515,2153.3
155,20171115/0545,2155.7
156,20171115/0615,2157.1
157,20171115/0645,2159.8
158,20171115/0715,2158.0
159,20171115/0745,2154.9
160,20171115/0815,2157.3
161,20171115/0845,2158.6
162,20171115/0915,2155.2
163,20171115/0945,2154.8
164,20171115/1015,2156.2
165,20171115/1045,2154.9
166,20171115/1115,2155.6
167,20171115/1145,2158.1
168,20171115/1215,2156.2
169,20171115/1245,2153.4
170,20171115/1315,2154.6
171,20171115/1345,2151.9
172,20171115/1415,2148.7
173,20171115/1445,2151.4
174,20171115/1515,2153.3
175,20171115/1545,2153.2
176,20171115/1615,2154.4
177,20171115/1645,2154.2
178,20171115/1715,2153.4
179,20171115/1745,2150.9
180,20171115/1815,2151.4
181,20171115/1845,2153.1
182,20171115/1915,2150.8
183,20171115/1945,2149.1
184,20171115/2015,2149.4
185,20171115/2045,2150.9
186,20171115/2115,2151.7
187,20171115/2145,2150.8
188,20171115/2215,2151.3
189,20171115/2245,2148.8
190,20171115/2315,2146.4
191,20171115/2345,2147.3
144,20171117/0015,2131.9
145,20171117/0045,2134.2
146,20171117/0115,2134.1
147,20171117/0145,2129.9
148,20171117/0215,2129.1
149,20171117/0245,2133.2
150,20171117/0315,2131.3
151,20171117/0345,2130.4
152,20171117/0415,2131.2
153,20171117/0445,2132.8
154,20171117/0515,2134.6
155,20171117/0545,2133.9
156,20171117/0615,2134.4
157,20171117/0645,2136.1
158,20171117/0715,2136.4
159,20171117/0745,2135.7
160,20171117/0815,2136.7
161,20171117/0845,2136.4
162,20171117/0915,2133.1
163,20171117/0945,2132.5
164,20171117/1015,2132.8
165,20171117/1045,2128.8
166,20171117/1115,2126.7
167,20171117/1145,2128.1
168,20171117/1215,2127.3
169,20171117/1245,2127.1
170,20171117/1315,2129.3
171,20171117/1345,2127.6
172,20171117/1415,2123.5
173,20171117/1445,2125.7
174,20171117/1515,2127.4
175,20171117/1545,2126.3
176,20171117/1615,2125.8
177,20171117/1645,2125.2
178,20171117/1715,2125.1
179,20171117/1745,2121.3
180,20171117/1815,2123.2
181,20171117/1845,2127.4
182,20171117/1915,2125.2
183,20171117/1945,2123.9
184,20171117/2015,2124.9
185,20171117/2045,2122.2
186,20171117/2115,2118.3
187,20171117/2145,2121.2
188,20171117/2215,2123.9
189,20171117/2245,2125.1
190,20171117/2315,2125.2
191,20171117/2345,2124.2
144,20171118/0015,2125.0
145,20171118/0045,2122.6
146,20171118/0115,2124.7
147,20171118/0145,2123.4
148,20171118/0215,2124.0
149,20171118/0245,2125.5
150,20171118/0315,2122.7
151,20171118/0345,2123.3
152,20171118/0415,2123.6
153,20171118/0445,2122.0
154,20171118/0515,2120.9
155,20171118/0545,2122.1
156,20171118/0615,2125.5
157,20171118/0645,2130.2
158,20171118/0715,2127.4
159,20171118/0745,2126.0
160,20171118/0815,2127.3
161,20171118/0845,2123.2
162,20171118/0915,2120.5
163,20171118/0945,2122.6
164,20171118/1015,2122.6
165,20171118/1045,2119.6
166,20171118/1115,2124.0
144,20171119/0015,2115.8
145,20171119/0045,2117.6
146,20171119/0115,2116.4
147,20171119/0145,2115.0
148,20171119/0215,2116.5
149,20171119/0245,2115.6
150,20171119/0315,2112.4
151,20171119/0345,2113.2
152,20171119/0415,2115.1
153,20171119/0445,2118.1
154,20171119/0515,2122.2
155,20171119/0545,2124.9
156,20171119/0615,2127.4
157,20171119/0645,2129.0
158,20171119/0715,2130.1
159,20171119/0745,2130.8
160,20171119/0815,2133.6
161,20171119/0845,2132.8
162,20171119/0915,2131.8
163,20171119/0945,2135.5
164,20171119/1015,2138.9
165,20171119/1045,2141.4
166,20171119/1115,2141.1
167,20171119/1145,2139.7
168,20171119/1215,2138.9
169,20171119/1245,2139.5
170,20171119/1315,2140.6
171,20171119/1345,2141.8
172,20171119/1415,2140.8
173,20171119/1445,2140.0
174,20171119/1515,2140.4
175,20171119/1545,2141.8
176,20171119/1615,2141.1
177,20171119/1645,2137.8
178,20171119/1715,2137.9
179,20171119/1745,2139.1
180,20171119/1815,2145.5
181,20171119/1845,2147.8
182,20171119/1915,2144.6
183,20171119/1945,2144.3
184,20171119/2015,2143.9
185,20171119/2045,2145.1
186,20171119/2115,2143.8
187,20171119/2145,2138.2
188,20171119/2215,2134.6
189,20171119/2245,2135.6
190,20171119/2315,2135.7
191,20171119/2345,2135.9
96,20171120/0015,2135.4
97,20171120/0045,2136.2
98,20171120/0115,2138.2
99,20171120/0145,2137.2
100,20171120/0215,2138.9
101,20171120/0245,2142.9
102,20171120/0315,2144.9
103,20171120/0345,2146.9
104,20171120/0415,2150.8
105,20171120/0445,2151.9
106,20171120/0515,2151.3
107,20171120/0545,2149.2
108,20171120/0615,2149.9
109,20171120/0645,2150.6
110,20171120/0715,2143.6
111,20171120/0745,2140.9
112,20171120/0815,2143.7
113,20171120/0845,2140.1
114,20171120/0915,2134.1
115,20171120/0945,2134.9
116,20171120/1015,2140.5
117,20171120/1045,2136.4
118,20171120/1115,2134.6
119,20171120/1145,2133.4
120,20171120/1215,2132.2
121,20171120/1245,2135.2
122,20171120/1315,2136.2
123,20171120/1345,2128.8
124,20171120/1415,2120.1
125,20171120/1445,2122.7
126,20171120/1515,2123.8
127,20171120/1545,2128.8
128,20171120/1615,2138.9
129,20171120/1645,2143.0
130,20171120/1715,2140.3
131,20171120/1745,2137.5
132,20171120/1815,2139.3
133,20171120/1845,2138.9
134,20171120/1915,2134.4
135,20171120/1945,2132.3
136,20171120/2015,2132.8
137,20171120/2045,2135.2
138,20171120/2115,2134.9
139,20171120/2145,2127.4
140,20171120/2215,2121.8
141,20171120/2245,2124.8
142,20171120/2315,2127.2
143,20171120/2345,2126.0
144,20171123/0015,2140.6
145,20171123/0045,2140.2
146,20171123/0115,2140.8
147,20171123/0145,2142.6
148,20171123/0215,2144.2
149,20171123/0245,2142.2
150,20171123/0315,2141.7
151,20171123/0345,2141.7
152,20171123/0415,2140.7
153,20171123/0445,2144.6
154,20171123/0515,2143.1
155,20171123/0545,2141.3
156,20171123/0615,2144.9
157,20171123/0645,2145.6
158,20171123/0715,2145.4
159,20171123/0745,2146.9
160,20171123/0815,2147.1
161,20171123/0845,2145.9
162,20171123/0915,2146.1
163,20171123/0945,2143.9
164,20171123/1015,2142.4
165,20171123/1045,2142.8
166,20171123/1115,2142.7
167,20171123/1145,2141.9
168,20171123/1215,2144.9
169,20171123/1245,2147.1
170,20171123/1315,2143.1
171,20171123/1345,2140.8
172,20171123/1415,2142.2
173,20171123/1445,2143.9
174,20171123/1515,2144.3
175,20171123/1545,2145.5
176,20171123/1615,2145.1
177,20171123/1645,2143.7
178,20171123/1715,2144.6
179,20171123/1745,2146.1
180,20171123/1815,2148.5
181,20171123/1845,2149.4
182,20171123/1915,2150.5
183,20171123/1945,2154.2
184,20171123/2015,2152.2
185,20171123/2045,2150.5
186,20171123/2115,2155.2
187,20171123/2145,2157.3
188,20171123/2215,2154.3
189,20171123/2245,2150.5
190,20171123/2315,2148.8
191,20171123/2345,2151.6
192,20171124/0015,2155.9
193,20171124/0045,2152.5
194,20171124/0115,2147.3
195,20171124/0145,2147.6
196,20171124/0215,2148.4
197,20171124/0245,2147.4
198,20171124/0315,2147.2
199,20171124/0345,2146.2
200,20171124/0415,2143.2
201,20171124/0445,2140.8
202,20171124/0515,2140.9
203,20171124/0545,2141.9
204,20171124/0615,2142.9
205,20171124/0645,2139.8
206,20171124/0715,2139.6
207,20171124/0745,2139.0
208,20171124/0815,2137.3
209,20171124/0845,2134.4
210,20171124/0915,2135.1
211,20171124/0945,2142.3
212,20171124/1015,2135.6
213,20171124/1045,2130.6
214,20171124/1115,2131.0
215,20171124/1145,2120.8
192,20171125/0015,2132.8
193,20171125/0045,2133.6
194,20171125/0115,2132.4
195,20171125/0145,2133.2
196,20171125/0215,2135.8
197,20171125/0245,2135.2
198,20171125/0315,2136.1
199,20171125/0345,2136.1
200,20171125/0415,2133.2
201,20171125/0445,2136.2
202,20171125/0515,2138.9
203,20171125/0545,2140.3
204,20171125/0615,2143.4
205,20171125/0645,2144.2
206,20171125/0715,2142.7
207,20171125/0745,2142.9
208,20171125/0815,2143.2
209,20171125/0845,2141.4
210,20171125/0915,2141.7
211,20171125/0945,2142.1
212,20171125/1015,2140.9
213,20171125/1045,2142.1
214,20171125/1115,2143.1
215,20171125/1145,2141.2
216,20171125/1215,2140.5
217,20171125/1245,2140.3
218,20171125/1315,2138.0
219,20171125/1345,2135.7
220,20171125/1415,2136.4
221,20171125/1445,2138.2
222,20171125/1515,2137.9
223,20171125/1545,2137.9
224,20171125/1615,2136.8
225,20171125/1645,2133.3
226,20171125/1715,2131.9
227,20171125/1745,2134.7
228,20171125/1815,2138.2
229,20171125/1845,2136.2
230,20171125/1915,2134.6
231,20171125/1945,2134.8
232,20171125/2015,2131.7
233,20171125/2045,2129.7
234,20171125/2115,2131.8
235,20171125/2145,2132.8
236,20171125/2215,2130.5
237,20171125/2245,2129.1
238,20171125/2315,2130.9
239,20171125/2345,2133.4
192,20171126/0015,2134.8
193,20171126/0045,2133.7
194,20171126/0115,2131.8
195,20171126/0145,2132.1
196,20171126/0215,2133.0
197,20171126/0245,2133.8
198,20171126/0315,2135.1
199,20171126/0345,2135.0
200,20171126/0415,2134.2
201,20171126/0445,2134.9
202,20171126/0515,2133.9
203,20171126/0545,2133.8
204,20171126/0615,2136.3
205,20171126/0645,2138.3
206,20171126/0715,2138.2
207,20171126/0745,2139.3
208,20171126/0815,2138.8
209,20171126/0845,2138.3
210,20171126/0915,2140.9
211,20171126/0945,2142.7
212,20171126/1015,2142.8
213,20171126/1045,2143.8
214,20171126/1115,2146.3
215,20171126/1145,2146.9
216,20171126/1215,2147.8
217,20171126/1245,2146.9
218,20171126/1315,2143.1
219,20171126/1345,2142.8
220,20171126/1415,2144.9
221,20171126/1445,2143.4
222,20171126/1515,2142.9
223,20171126/1545,2142.8
224,20171126/1615,2139.8
225,20171126/1645,2136.3
226,20171126/1715,2135.9
227,20171126/1745,2140.7
228,20171126/1815,2143.6
229,20171126/1845,2142.1
230,20171126/1915,2141.3
231,20171126/1945,2141.7
232,20171126/2015,2139.0
233,20171126/2045,2141.9
234,20171126/2115,2148.7
235,20171126/2145,2149.2
236,20171126/2215,2147.0
237,20171126/2245,2143.6
238,20171126/2315,2145.6
239,20171126/2345,2148.8
190,20171127/0015,2148.3
191,20171127/0045,2147.2
192,20171127/0115,2148.3
193,20171127/0145,2150.8
194,20171127/0215,2151.6
195,20171127/0245,2153.9
196,20171127/0315,2156.6
197,20171127/0345,2156.0
198,20171127/0415,2156.2
199,20171127/0445,2159.2
200,20171127/0515,2160.5
201,20171127/0545,2160.4
202,20171127/0615,2158.8
203,20171127/0645,2157.1
204,20171127/0715,2156.7
205,20171127/0745,2158.4
206,20171127/0815,2156.1
207,20171127/0845,2155.7
208,20171127/0915,2158.9
209,20171127/0945,2159.8
210,20171127/1015,2159.5
211,20171127/1045,2158.9
212,20171127/1115,2159.6
213,20171127/1145,2158.5
214,20171127/1215,2158.3
215,20171127/1245,2159.7
216,20171127/1315,2158.3
217,20171127/1345,2157.1
218,20171127/1415,2157.2
219,20171127/1445,2155.0
220,20171127/1515,2155.8
221,20171127/1545,2157.9
222,20171127/1615,2159.4
223,20171127/1645,2161.1
224,20171127/1715,2160.3
225,20171127/1745,2162.6
226,20171127/1815,2162.0
227,20171127/1845,2157.7
228,20171127/1915,2161.9
229,20171127/1945,2167.6
230,20171127/2015,2173.8
231,20171127/2045,2173.1
232,20171127/2115,2166.0
233,20171127/2145,2162.8
234,20171127/2215,2161.7
235,20171127/2245,2161.1
236,20171127/2315,2164.1
237,20171127/2345,2168.1
192,20171128/0015,2167.6
193,20171128/0045,2164.9
194,20171128/0115,2165.8
195,20171128/0145,2170.9
196,20171128/0215,2169.4
197,20171128/0245,2167.5
198,20171128/0315,2166.9
199,20171128/0345,2163.6
200,20171128/0415,2162.1
201,20171128/0445,2161.6
202,20171128/0515,2157.2
203,20171128/0545,2155.2
204,20171128/0615,2148.6
205,20171128/0645,2140.4
206,20171128/0715,2146.2
207,20171128/0745,2146.5
208,20171128/0815,2142.4
209,20171128/0845,2139.2
210,20171128/0915,2138.2
211,20171128/0945,2137.4
212,20171128/1015,2136.7
213,20171128/1045,2143.0
214,20171128/1115,2142.6
215,20171128/1145,2138.2
216,20171128/1215,2139.3
217,20171128/1245,2137.7
218,20171128/1315,2132.2
219,20171128/1345,2133.7
220,20171128/1415,2135.1
221,20171128/1445,2133.9
222,20171128/1515,2134.7
223,20171128/1545,2132.3
224,20171128/1615,2133.9
225,20171128/1645,2134.1
226,20171128/1715,2135.6
227,20171128/1745,2142.5
228,20171128/1815,2139.9
229,20171128/1845,2142.6
230,20171128/1915,2150.9
231,20171128/1945,2148.9
232,20171128/2015,2140.9
233,20171128/2045,2135.2
234,20171128/2115,2135.8
235,20171128/2145,2133.6
236,20171128/2215,2132.1
237,20171128/2245,2131.1
238,20171128/2315,2128.7
239,20171128/2345,2130.1
192,20171129/0015,2129.1
193,20171129/0045,2121.6
194,20171129/0115,2121.3
195,20171129/0145,2127.7
196,20171129/0215,2122.8
197,20171129/0245,2119.8
198,20171129/0315,2121.1
199,20171129/0345,2115.0
200,20171129/0415,2112.7
201,20171129/0445,2115.9
202,20171129/0515,2116.4
203,20171129/0545,2117.9
204,20171129/0615,2118.8
205,20171129/0645,2118.1
206,20171129/0715,2117.2
207,20171129/0745,2117.2
208,20171129/0815,2116.5
209,20171129/0845,2117.1
210,20171129/0915,2118.1
211,20171129/0945,2116.3
212,20171129/1015,2114.8
213,20171129/1045,2114.1
214,20171129/1115,2113.1
215,20171129/1145,2113.1
216,20171129/1215,2116.0
217,20171129/1245,2116.5
218,20171129/1315,2115.5
219,20171129/1345,2112.4
220,20171129/1415,2113.6
221,20171129/1445,2117.7
222,20171129/1515,2119.8
223,20171129/1545,2120.9
224,20171129/1615,2119.6
225,20171129/1645,2119.4
226,20171129/1715,2119.6
227,20171129/1745,2121.2
228,20171129/1815,2123.8
229,20171129/1845,2123.5
230,20171129/1915,2124.8
231,20171129/1945,2126.7
232,20171129/2015,2121.9
233,20171129/2045,2121.1
234,20171129/2115,2122.9
235,20171129/2145,2120.7
236,20171129/2215,2118.8
237,20171129/2245,2117.3
238,20171129/2315,2121.7
239,20171129/2345,2124.2
192,20171203/0015,2149.4
193,20171203/0045,2149.0
194,20171203/0115,2150.9
195,20171203/0145,2150.9
196,20171203/0215,2145.8
197,20171203/0245,2148.7
198,20171203/0315,2153.6
199,20171203/0345,2153.3
200,20171203/0415,2157.8
201,20171203/0445,2160.6
202,20171203/0515,2164.1
203,20171203/0545,2165.4
204,20171203/0615,2162.5
205,20171203/0645,2161.8
206,20171203/0715,2160.3
207,20171203/0745,2161.1
208,20171203/0815,2160.2
209,20171203/0845,2157.9
210,20171203/0915,2153.1
211,20171203/0945,2149.2
212,20171203/1015,2151.9
213,20171203/1045,2154.3
214,20171203/1115,2155.1
215,20171203/1145,2156.9
216,20171203/1215,2156.4
217,20171203/1245,2154.1
218,20171203/1315,2153.2
219,20171203/1345,2154.1
220,20171203/1415,2155.5
221,20171203/1445,2156.3
222,20171203/1515,2158.6
223,20171203/1545,2160.1
224,20171203/1615,2159.1
225,20171203/1645,2157.3
226,20171203/1715,2158.7
227,20171203/1745,2161.2
228,20171203/1815,2161.6
229,20171203/1845,2163.2
230,20171203/1915,2166.9
231,20171203/1945,2165.6
232,20171203/2015,2162.1
233,20171203/2045,2163.4
234,20171203/2115,2162.8
235,20171203/2145,2161.7
236,20171203/2215,2158.9
237,20171203/2245,2157.5
238,20171203/2315,2162.1
239,20171203/2345,2162.2
192,20171204/0015,2158.0
193,20171204/0045,2156.7
194,20171204/0115,2159.5
195,20171204/0145,2158.9
196,20171204/0215,2156.2
197,20171204/0245,2156.2
198,20171204/0315,2155.5
199,20171204/0345,2156.2
200,20171204/0415,2156.5
201,20171204/0445,2155.5
202,20171204/0515,2156.3
203,20171204/0545,2155.9
204,20171204/0615,2153.5
205,20171204/0645,2151.8
206,20171204/0715,2153.2
207,20171204/0745,2152.1
208,20171204/0815,2150.3
209,20171204/0845,2150.1
210,20171204/0915,2149.3
211,20171204/0945,2149.3
212,20171204/1015,2148.8
213,20171204/1045,2148.6
214,20171204/1115,2148.8
215,20171204/1145,2150.3
216,20171204/1215,2151.2
217,20171204/1245,2149.8
218,20171204/1315,2151.7
219,20171204/1345,2152.4
220,20171204/1415,2149.1
221,20171204/1445,2149.4
222,20171204/1515,2147.6
223,20171204/1545,2144.7
224,20171204/1615,2143.9
225,20171204/1645,2142.7
226,20171204/1715,2144.8
227,20171204/1745,2147.0
228,20171204/1815,2144.2
229,20171204/1845,2146.3
230,20171204/1915,2151.1
231,20171204/1945,2155.8
232,20171204/2015,2161.2
233,20171204/2045,2168.1
234,20171204/2115,2169.8
235,20171204/2145,2168.9
236,20171204/2215,2172.9
237,20171204/2245,2173.8
238,20171204/2315,2174.2
239,20171204/2345,2176.8
192,20171205/0015,2175.1
193,20171205/0045,2170.2
194,20171205/0115,2169.6
195,20171205/0145,2165.1
196,20171205/0215,2160.4
197,20171205/0245,2160.9
198,20171205/0315,2161.2
199,20171205/0345,2158.2
200,20171205/0415,2153.8
201,20171205/0445,2152.4
202,20171205/0515,2149.2
203,20171205/0545,2146.3
204,20171205/0615,2145.4
205,20171205/0645,2146.6
206,20171205/0715,2147.4
207,20171205/0745,2145.1
208,20171205/0815,2143.4
209,20171205/0845,2141.4
210,20171205/0915,2140.4
211,20171205/0945,2138.1
212,20171205/1015,2136.2
213,20171205/1045,2134.9
214,20171205/1115,2129.4
215,20171205/1145,2127.8
216,20171205/1215,2127.3
217,20171205/1245,2124.1
218,20171205/1315,2122.1
219,20171205/1345,2118.8
220,20171205/1415,2116.3
221,20171205/1445,2115.6
222,20171205/1515,2112.0
223,20171205/1545,2110.8
224,20171205/1615,2110.9
225,20171205/1645,2108.9
226,20171205/1715,2108.4
227,20171205/1745,2107.2
228,20171205/1815,2105.2
229,20171205/1845,2104.0
230,20171205/1915,2103.8
231,20171205/1945,2103.4
232,20171205/2015,2105.9
233,20171205/2045,2107.1
234,20171205/2115,2107.6
235,20171205/2145,2109.0
236,20171205/2215,2108.3
237,20171205/2245,2109.6
238,20171205/2315,2112.2
239,20171205/2345,2113.8
192,20171206/0015,2109.7
193,20171206/0045,2107.9
194,20171206/0115,2110.5
195,20171206/0145,2106.9
196,20171206/0215,2105.4
197,20171206/0245,2107.2
198,20171206/0315,2106.2
199,20171206/0345,2106.6
200,20171206/0415,2106.4
201,20171206/0445,2107.4
202,20171206/0515,2109.9
203,20171206/0545,2107.8
204,20171206/0615,2105.2
205,20171206/0645,2105.7
206,20171206/0715,2106.2
207,20171206/0745,2105.6
208,20171206/0815,2106.2
209,20171206/0845,2105.2
210,20171206/0915,2103.1
211,20171206/0945,2102.6
212,20171206/1015,2103.8
213,20171206/1045,2103.1
214,20171206/1115,2100.8
215,20171206/1145,2103.3
216,20171206/1215,2103.8
217,20171206/1245,2101.3
218,20171206/1315,2100.8
219,20171206/1345,2101.5
220,20171206/1415,2100.2
221,20171206/1445,2100.8
222,20171206/1515,2101.6
223,20171206/1545,2099.5
224,20171206/1615,2099.8
225,20171206/1645,2099.9
226,20171206/1715,2102.9
227,20171206/1745,2106.9
228,20171206/1815,2108.1
229,20171206/1845,2110.1
230,20171206/1915,2110.0
231,20171206/1945,2107.5
232,20171206/2015,2109.8
233,20171206/2045,2117.7
234,20171206/2115,2122.4
235,20171206/2145,2121.5
236,20171206/2215,2119.9
237,20171206/2245,2122.2
238,20171206/2315,2125.8
239,20171206/2345,2127.4
192,20171207/0015,2125.6
193,20171207/0045,2125.6
194,20171207/0115,2130.6
195,20171207/0145,2130.4
196,20171207/0215,2130.0
197,20171207/0245,2133.3
198,20171207/0315,2133.6
199,20171207/0345,2136.2
200,20171207/0415,2136.4
201,20171207/0445,2133.6
202,20171207/0515,2135.8
203,20171207/0545,2137.5
204,20171207/0615,2137.2
205,20171207/0645,2137.6
206,20171207/0715,2138.6
207,20171207/0745,2137.4
208,20171207/0815,2138.6
209,20171207/0845,2138.0
210,20171207/0915,2136.2
211,20171207/0945,2136.3
212,20171207/1015,2134.9
213,20171207/1045,2136.3
214,20171207/1115,2136.6
215,20171207/1145,2136.9
216,20171207/1215,2136.8
217,20171207/1245,2132.8
218,20171207/1315,2133.2
219,20171207/1345,2134.5
220,20171207/1415,2134.3
221,20171207/1445,2137.4
222,20171207/1515,2136.3
223,20171207/1545,2134.8
224,20171207/1615,2132.4
225,20171207/1645,2131.1
226,20171207/1715,2135.4
227,20171207/1745,2136.2
228,20171207/1815,2135.3
229,20171207/1845,2137.1
230,20171207/1915,2137.6
231,20171207/1945,2132.5
232,20171207/2015,2132.4
233,20171207/2045,2136.8
234,20171207/2115,2137.5
235,20171207/2145,2135.0
236,20171207/2215,2132.2
237,20171207/2245,2134.9
238,20171207/2315,2137.3
239,20171207/2345,2137.3
192,20171208/0015,2135.4
193,20171208/0045,2137.6
194,20171208/0115,2141.0
195,20171208/0145,2139.2
196,20171208/0215,2140.0
197,20171208/0245,2142.0
198,20171208/0315,2142.0
199,20171208/0345,2144.4
200,20171208/0415,2143.9
201,20171208/0445,2141.2
202,20171208/0515,2144.6
203,20171208/0545,2147.2
204,20171208/0615,2145.4
205,20171208/0645,2144.9
206,20171208/0715,2144.6
207,20171208/0745,2141.3
208,20171208/0815,2141.2
209,20171208/0845,2142.8
210,20171208/0915,2140.3
211,20171208/0945,2139.1
212,20171208/1015,2140.5
213,20171208/1045,2140.1
214,20171208/1115,2139.3
215,20171208/1145,2140.2
216,20171208/1215,2139.3
217,20171208/1245,2137.3
218,20171208/1315,2137.2
219,20171208/1345,2136.9
220,20171208/1415,2136.4
221,20171208/1445,2137.3
222,20171208/1515,2135.8
223,20171208/1545,2132.1
224,20171208/1615,2133.2
225,20171208/1645,2134.9
226,20171208/1715,2134.5
227,20171208/1745,2136.3
228,20171208/1815,2136.8
229,20171208/1845,2136.5
230,20171208/1915,2135.0
